SEX,SEX_MAP,EMOT,/content/drive/MyDrive/project_gender_sterotype_persian,id,SIT,SIT_Persian
1,male,1,joy,7428,"[ During a certain period, I felt successful and extremely satisfied.   When I found that any tasks or decisions that I had made were better  than expected.]",در طول دوره‌ای خاص، احساس موفقیت و رضایت بسیار شدیدی داشتم. زمانی که متوجه شدم هر کاری یا تصمیمی که گرفته بودم بهتر از حد انتظار بوده است.
1,male,3,anger,641,The sight of a man who ran amok (fighting) at a dance.,در دیدن مردی که در جشن رقص سرکش شده بود (به جنگ پرداخت).
1,male,4,sadness,4079,When I saw the pictures of the draught in Etiopia.,در هنگامی که من عکس های خشکسالی در اتیوپی را دیدم.
1,male,1,joy,5245,When I heard that I had been selected fot the first year at the university of Zambia.  This was after my form five at Chikola secondary school.,چوقتی شنیدم که من برای سال اول در دانشگاه زامبیا انتخاب شده ام. این پس از فرم پنج من در دبیرستان چیکولا بود.
2,female,7,guilt,3191,When I had to lie about my age to be accepted as a member of a group.,وقتی باید در مورد سن خود دروغ میگفتم تا به عنوان عضوی از گروه پذیرفته شوم.
2,female,6,shame,2143,When I have a plain appearance.,وقتی که ظاهر ساده ای دارم.
2,female,2,fear,3867,The same situation as with sadness. I was afraid about what my parents would further do to distroy my relationship.,در همین حال، همانند غم و اندوه، من از اقدامات بعدی والدینم برای تخریب رابطه‌ام نگران بودم.
2,female,5,disgust,555,I came across a group of people with the same basic ideas/beliefs who were all fighting and going against what they would say was good.,در برخورد با گروهی از افراد با ایده ها/باورهای پایه ای مشابه، همه در حال مبارزه و مخالفت با چیزی بودند که به گفته خودشان خوب بود.
2,female,2,fear,3981,"When going out in the weekend I have to bike 5 kilometers through lonely and dark polders, then I always have terrifying fantasies.",در طول آخر هفته، هنگام بیرون رفتن، من باید ۵ کیلومتر با دوچرخه از میان پولدرهای تنها و تاریک عبور کنم. در این هنگام همیشه خیالات وحشتناکی به ذهنم خطور می‌کند.
2,female,5,disgust,1240,"I happened to see two boys fighting, one of them fell down and hurt his head.  The other one used this to spank the head of the ",آشفتگان شاهد بودم که دو پسر در حال نزاع هستند. یکی از آنها افتاد و سرش آسیب دید. پسر دیگر از این موقعیت استفاده کرد تا سر او را بزند.
1,male,5,disgust,888,A saturday night a bus full of drunken people.,شب شنبه اتوبوسی پر از افراد مست.
1,male,2,fear,5527,When I was going to bring back my girlfriend to LA to meet my parents.,وقتی که می‌خواستم دوست دخترم را به لس آنجلس بیاورم تا با والدینم آشنا شود.
1,male,5,disgust,2585,When the Americans set their nucleaar missiles in Europe.,وقتی آمریکایی‌ها موشک‌های هسته‌ای خود را در اروپا مستقر کردند.
1,male,6,shame,931,A man asked me: May I sleep in your stairway?  and I answered No.,رجلٌ سأَلَنِی: هَل یُمکِنُنی النَّوم فِی مَدخَلِک؟ وَأَجَبت لَا.
1,male,7,guilt,5428,"The night of a high school dance, I went partying and collided with another car. Both cars were totalled; people were injured but not seriously.",شب یک رقص مدرسه متوسطه، به پارتی رفتم و با خودرو دیگری برخورد کردم. هر دو خودرو کاملاً خراب شدند؛ افراد آسیب دیدند اما به طور جدی نبودند.
2,female,6,shame,7178,Being sexually assulted in public.,تجاوز جنسی در ملأ عام
2,female,5,disgust,4255,Some friends and I were having lunch.  Someone said something funny and one of the guys started laughing and spat his food in a girl's face.,در حالی که من و چند دوستم در حال صرف ناهار بودیم، یکی از دوستان چیزی خنده‌داری گفت و یکی از پسرها شروع به خندیدن کرد و غذایش را به صورت دختری پاشید.
2,female,6,shame,1210,After an event in which I felt that I had acted unfairly.,پس از رویدادی که احساس کردم با بی‌انصافی عمل کرده‌ام.
1,male,3,anger,6142,Somebody wanted to beat my brother at a wedding ceremony and I was trying to protect my brother but the other man was calling names to both of us.,نفری می‌خواست برادرم را در مراسم عروسی شکست دهد و من سعی می‌کردم از برادرم محافظت کنم اما آن مرد دیگر به هر دوی ما فحش می‌داد.
1,male,7,guilt,4863,I got into a bad fight in a bar and my friend received a bad cut above his left eye while trying to separate us.,در یک بار دچار یک درگیری بد شدم و دوستم در تلاش برای جدا کردن ما زخم بدی بالای چشم چپش دریافت کرد.
2,female,6,shame,5594,When I did poorly on a test and I knew that there wasn't an excuse for not doing better. Made mistakes I could not believe I made.,در زمانی که در آزمونی عملکرد ضعیفی داشتم و می‌دانستم که هیچ دلیلی برای عدم موفقیت بهتر وجود ندارد. اشتباهاتی را مرتکب شدم که باور نمی‌کردم انجام داده‌ام.
2,female,1,joy,1142,When I made up with a girl-friend of mine after having been on unfriendly terms with her (my fault).  I cried with joy that evening.,دوباره با دوست دختر خود آشتی کردم پس از اینکه مدت ها با او به خوبی رفتار نکرده بودم (که تقصیر من بود). آن شب از شادی اشک ریختم.
2,female,1,joy,3472,The birth of my first child.,تولد فرزند اول من.
1,male,4,sadness,943,When I came to know that a girl I was fond of already had a boyfriend.,وقتی فهمیدم دختری که به او علاقه داشتم، پسر دوست پسر داشت.
1,male,7,guilt,4975,"When it was discovered that I had done the assignment at my work place, this caused a lot of embarrassment for me.",وقتی کشف شد که من تکلیف را در محل کار خود انجام داده ام، این برای من موجب احساس شرمساری زیادی شد.
1,male,5,disgust,7002,Saw someone licking his dining bowl.,دیدم کسی در حال لیسیدن کاسه غذای خود بود.
1,male,5,disgust,6200,Saw my class leader acting like a God when he chose people to go to your English lectures.,به کلاس خود نگاه کردم که رهبر آن مانند خدا رفتار می‌کرد هنگامی که افراد را برای رفتن به کلاس های انگلیسی شما انتخاب می‌کرد.
1,male,1,joy,6807,My parents came to visit me.,والدینم برای دیدار من آمدند.
2,female,2,fear,2488,When I had to talk with an important person about a job.,وقتی که مجبور بودم با یک شخص مهم در مورد یک شغل صحبت کنم.
2,female,5,disgust,1620,I was sitting in a station-hall and watching a lavatory attendant. She was very dirty. She started to eat something out of a dirty cup - it must have been something like lard. Then she took some breadcrumbs out of the pockets of her apron and ate them. I had to leave - I felt like vomitting.,در ایستگاهی نشسته بودم و مراقب یک خدمتکار دستشویی بودم. او بسیار کثیف بود. او شروع به خوردن چیزی از یک لیوان کثیف کرد - باید چیزی شبیه چربی حیوانی بوده باشد. سپس تکه‌های نان خشک را از جیب پیشبندش بیرون آورد و آن‌ها را خورد. مجبور شدم که آن‌جا را ترک کنم - احساس تهوع داشتم.
2,female,3,anger,4043,At home when they lost three pieces of my puzzle.,در خانه، هنگامی که سه قطعه از پازل من گم شد.
1,male,2,fear,4168,We were in the country and I walked away from the others one night.  Suddenly something moved sharply in front of me and I was not able to see what it was.,به روستا رفته بودیم و من یک شب از بقیه دور شدم. ناگهان چیزی جلوی من تند حرکت کرد و نتوانستم بفهمم که چه چیزی بود.
2,female,1,joy,2694,"When you are satisfied with something, when you achieve something you have striven to.",وقتی که از چیزی راضی هستید، وقتی که چیزی را که برای آن تلاش کرده‌اید، به دست می‌آورید.
2,female,3,anger,3501,When someone accuses me without reason and is not willing to listen to me.,وقتی کسی بدون دلیل مرا متهم می‌کند و حاضر به شنیدن من نیست.
2,female,6,shame,1248,"I feel guilty as I am not working, and even my studies are not progressing.",من احساس گناه می‌کنم چراکه نه کار می‌کنم و حتی پیشرفت در مطالعاتم نیز متوقف شده است.
2,female,1,joy,4460,"I was going to my village, after having been rather oppressed in Madrid. ","این متن را به فارسی ترجمه می‌کنم:

داشتم به روستای خود می‌رفتم، پس از آنکه در مادرید تحت فشار قرار گرفته بودم."
1,male,4,sadness,5459,The girl I was seeing didn't want to have a serious relationship.,دختری که با او قرار داشتم نمی‌خواست رابطه‌ای جدی داشته باشد.
2,female,5,disgust,4798,Someone stole a K10 note and the teacher thought that it was me when I was not responsible for the theft.,کسی یک کمرقم ده پوندی را دزدیده بود و معلم فکر می‌کرد که من مسئول این سرقت بودم درحالی که من مسئول این سرقت نبودم.
1,male,2,fear,2935,I had a car accident.,من یک تصادف اتومبیل داشتم.
1,male,7,guilt,6308,"I was once called in court in Zemba Traditional court to answer a charge of impregnanting a young lady, I felt guilty for she had some letters which I used to write her as an exhibit in court.",در دادگاه سنتی زیمبا، برای پاسخگویی به اتهام بارداردکردن یک دختر جوان احضار شده بودم. احساس گناه می‌کردم زیرا او نامه‌هایی داشت که من برای او نوشته بودم و به عنوان مدرک در دادگاه ارائه شده بود.
1,male,3,anger,4663,"I entrusted a friend with the delivery of some money to my father, however he misused the money.",من مقداری پول را به دوستی سپردم تا به پدرم تحویل دهد اما او از آن سوء استفاده کرد.
2,female,2,fear,1777,I got lost in a foreign town. I did not know the language of that country and it took me hours to meet my friends again.,من در یک شهر خارجی گم شدم. من زبان آن کشور را نمی‌دانستم و ساعت‌ها طول کشید تا دوباره دوستانم را ملاقات کنم.
1,male,3,anger,2552,"When I left after the examination to enter the University, and even though I had studied the whole year I made a bad exam. ",هنگامی که پس از آزمون برای ورود به دانشگاه رفتم، با وجود اینکه تمام سال را مطالعه کرده بودم، آزمون بدی دادم.
2,female,7,guilt,7580,I had shouted at my younger brother and he was always afraid when I called out loudly.,در صدد بود که از من فرار کند.
1,male,3,anger,3652,"While playing indoor-hockey, there always is an older man who frequently and intentionally plays the ball out of the field. In my opinion this is very childish, because we play for fun only.",در حالی که در حال بازی هاکی داخل سالن هستیم، همیشه مردی مسن وجود دارد که به طور مکرر و عمدی توپ را از زمین خارج می‌کند. به نظر من این کاملا کودکانه است، زیرا ما فقط برای سرگرمی بازی می‌کنیم.
1,male,6,shame,2981,I was embarassed at the exam in microbiology. I was ashamed with myself - how little I knew and how good was the examinor. I rarely become ashamed.,من در امتحان میکروبیولوژی خجالت زده شدم. از خودم شرمنده بودم - چقدر کم می‌دانستم و چقدر امتحان کننده خوب بود. من به ندرت شرمنده می‌شوم.
1,male,2,fear,6275,When my mother met with a serious accident and there was danger that she would not survive and if she did she would loose her memory.,زمانی که مادرم با تصادف شدیدی روبرو شد و خطر وجود داشت که او زنده نماند و اگر هم زنده بماند، حافظه‌اش را از دست بدهد.
1,male,1,joy,6454,I felt happy when I saw my brother at the bus depot after 3 months without seing each other.,به خوشحالی احساس کردم وقتی پس از 3 ماه بدون دیدن یکدیگر برادرم را در ایستگاه اتوبوس دیدم.
2,female,1,joy,1016,"My mother, sister and I were thinking about old times, our childhood, and we had a very happy time.",مادرم، خواهرم و من درباره زمان‌های قدیم، دوران کودکی‌مان فکر می‌کردیم و زمان خوشحال‌کننده‌ای را سپری کردیم.
2,female,7,guilt,974,"When I think about my family (parents, brothers, sisters) guilt is a part of my feelings.",وقتی درباره خانواده‌ام (والدین، برادران و خواهرانم) فکر می‌کنم، احساس گناه بخشی از احساسات من است.
2,female,3,anger,5888,"A few months ago when I was teaching, I suddenly became very angry at the children and slapped some of them.",چند ماه پیش هنگامی که من تدریس می‌کردم، ناگهان بسیار عصبانی شدم و برخی از آنها را سیلی زدم.
1,male,2,fear,79,"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard;  I was very scared till I managed to get him back onboard.",در مسیر بازگشت از دانمارک با یک دوست در یک قایق کوچک، طوفانی رخ داد و دوستم از کنار قایق به بیرون پرتاب شد؛ تا زمانی که توانستم او را دوباره بر روی قایق برگردانم بسیار ترسیده بودم.
2,female,1,joy,158,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy.,وقتی خواهرم - پس از تاریخچه ای از یک سقط جنین و یک زایمان مرده - به صاحب یک پسر کاملاً سالم شد.
2,female,2,fear,6161,"When I was feeding a premature baby (7 months), the baby chocked. This was when I was working in children's ward I thought I had killed the baby.",وقتی من به یک نوزاد نارس (۷ ماهه) غذا می‌دادم، نوزاد خفه شد. این زمانی بود که من در بخش کودکان کار می‌کردم و فکر کردم که باعث مرگ نوزاد شدم.
2,female,4,sadness,3454,When a very close friend of mine went into hospital for a major operation and I couldn't see her for a while as I was not a relative she had no relatives in N.Z.,وقتی یکی از دوستان بسیار نزدیک من برای یک عمل جراحی مهم به بیمارستان رفت و من نتوانستم او را ببینم چون نسبت خویشاوندی نداشتم و او در نیوزیلند فامیل نداشت.
1,male,6,shame,770,Can't remember that feeling.,نمیتوانم آن احساس را به یاد آورم.
2,female,3,anger,4530,"One day in a clinic, the father of a child came in and assaulted a colleague for something that she had not done deliberately.",یک روز در یک کلینیک، پدر یک کودک آمد و یک همکار را به خاطر چیزی که به طور عمدی انجام نداده بود، مورد حمله قرار داد.
2,female,3,anger,1116,"[ For example, unfair pushing in a bus.]",برای مثال، هل دادن غیرمنصفانه در اتوبوس.
1,male,4,sadness,4365,When I am with a friend and we have to leave each other.,وقتی که با دوستم هستم و باید از هم جدا شویم.
2,female,7,guilt,5490,When I did not go to work because I had to study for a midterm.,وقتی که من به محل کار نرفتم چون باید برای امتحان میان ترم مطالعه می کردم.
2,female,1,joy,2033,Getting back with my boyfriend after a year away - apart.,با دوست پسرم بعد از یک سال دوری دوباره کنار هم هستیم.
2,female,5,disgust,2749,Bus driver driving roughly - old man fell off seat into aisle - driver wouldn't stop - disgusted with her behaviour.,راننده اتوبوس به طور ناهموار رانندگی می‌کرد - پیرمرد از صندلی به راهرو افتاده بود - راننده نمی‌خواست متوقف شود - از رفتار او متنفر بودند.
1,male,6,shame,1662,My mother and my grandmother were talking about one of my grandmother's friends whom I hardly know. I gave some deprecatory comments on him whereupon my grandmother told me that the man had died recently.,به مادرم و مادربزرگم گفتند که یکی از دوستان مادربزرگم که من به سختی او را می‌شناختم، درگذشته است. من نظرات منفی‌ای در مورد او ابراز کردم و در پاسخ مادربزرگم به من گفت که او به تازگی فوت کرده است.
1,male,2,fear,5204,A friend gave me a lift and we met a road-block.  He tried  to turn back when an officer shouted at us to stop.  My friend took a turn suddenly and the officer raised his gun but by the time we were gone.,آیا دوستی به من کمک کرد و ما با بلوک راه روبرو شدیم. او سعی کرد که برگردد زمانی که مأمور به ما فریاد زد که متوقف شویم. دوستم ناگهان دور زد و مأمور اسلحه خود را بلند کرد اما تا زمانی که ما از آنجا دور شدیم.
2,female,2,fear,646,"When I was involved in a car accident last November, after the first fall of snow.  I lost control of the car and it spun round and landed on the opposite side of the road, on the hard shoulder.  It was stopped by a pole on top of a bank sloping down to a stream.",پس از اولین بارش برف در ماه نوامبر گذشته، من درگیر یک تصادف رانندگی شدم. من کنترل ماشین را از دست دادم و آن چرخید و در طرف مقابل جاده، روی شانه سخت زمین نشست. ماشین توسط یک تیر روی بالای شیب سقوط کرده به سمت یک جریان آب متوقف شد.
1,male,1,joy,4542,"After going through much shame, I became a Christian and something new happened in my heart.  Joy that overflows was manifest in me.",پس از گذراندن دوران پُر شرم، من یک مسیحی شدم و چیزی جدید در قلبم روی داد. شادی سرریز که در من تجلی یافت.
2,female,1,joy,5733,"After being depressed because of a very bad relationship, my first love called me and told me that he would always care for me no matter what I did.",بعد از اینکه به دلیل یک رابطه بسیار بد افسرده شده بودم، اولین عشق من به من زنگ زد و به من گفت که او همیشه مراقب من خواهد بود بدون توجه به اینکه من چه کاری انجام دهم.
1,male,1,joy,4661,My being admitted to UNZA.,دانشپذیری من در UNZA.
2,female,1,joy,5363,Doing well in the examn.,خوب عمل کردن در امتحان.
1,male,6,shame,1940,Cheating in a minor geography exam at school.,به دروغ جواب دادن در یک آزمون جغرافیای کوچک در مدرسه.
2,female,1,joy,312,When I was informed that I had been accepted as a student of Psychology.,وقتی به من اطلاع داده شد که به عنوان دانشجوی روانشناسی پذیرفته شده ام.
2,female,4,sadness,7326,"I had been separated from my girlfriend for about a year.  On her birthday I put a present in her mailbox.  I had spent two days choosing a suitable present for her.  I waited for a few days and there was no reply from her; at last I received a thank-you card in my mailbox.  On the card there was only my name, the words thank-you  and her signature.  I was very sad then.",من حدود یک سال از دوستم جدا شده بودم. در روز تولد او هدیه ای را در صندوق پستی او قرار دادم. من دو روز وقت گذاشته بودم تا هدیه مناسبی برای او انتخاب کنم. چند روز منتظر ماندم اما هیچ پاسخی از او دریافت نکردم؛ در نهایت کارت تشکری را در صندوق پستی خود دریافت کردم. در این کارت فقط نام من، عبارت تشکر و امضای او وجود داشت. آن موقع خیلی غمگین شدم.
1,male,5,disgust,1503,Some time ago a girl tried to make me up without any action of my part. She used all possible means. Although I behaved refusingly she did not give up for a longer time.,به زودی دختری سعی کرد بدون هیچ اقدامی از جانب من، آرایشم کند. او از تمام وسایل ممکن استفاده کرد. اگرچه با رفتاری رد کننده برخورد کردم، او برای مدت طولانی دست برنداشت.
2,female,3,anger,4796,I had gone home for a week-end and when I came back I found that my clothes and my bedding had been stolen.,بازگشت خود به خانه برای آخر هفته را انجام داده بودم و هنگامی که دوباره برگشتم، متوجه شدم که لباس‌ها و رختخواب من سرقت شده است.
2,female,3,anger,5826,I felt angry when my mother-in-law did not handle my daughter properly and she fell down from the bed and hurt her head.,سرخورده شدم وقتی که مادر همسرم به طور مناسب با دخترم رفتار نکرد و او از تختخواب افتاد و سرش آسیب دید.
1,male,4,sadness,6796,"Two little children (5/6 years old) begging for money, and noone gave them money.",بچه‌ی کوچک (۵/۶ساله) که برای پول گدایی می‌کردند و هیچ‌کس به آن‌ها پول نمی‌داد.
1,male,6,shame,4109,My aunt phoned me to ask me why I had refused the her invitation to dinner at her home on the New Year's Eve.,از من پرسید که چرا دعوت او را برای شام در خانه‌اش در شب سال نو رد کرده‌ام.
2,female,6,shame,1091,"Again, a quarrel had come up in our difficult relationship.  My life-partner threw all the books off the shelf.  I am sure that it disturbed our neighbours since this happened late in the night.",در روابط دشوار ما باز هم یک نزاع به وجود آمده بود. همسر زندگی من تمام کتاب‌ها را از قفسه به بیرون ریخت. مطمئن هستم که این موضوع همسایگان ما را آزرده خاطر کرد، زیرا این اتفاق در ساعات پایانی شب رخ داد.
1,male,1,joy,1305,I passed an exam which I thought I had failed.,من امتحانی را که فکر می‌کردم در آن شکست خورده‌ام، پشت سر گذاشتم.
1,male,3,anger,4343,When I was accused of something I had not done.,وقتی که من به چیزی متهم شدم که انجام نداده بودم.
2,female,2,fear,6724,Sometime back I used to stay with my mum alone then time came when dad joined the family from his working place I found myself having fear for him for no cause at all.,من در گذشته به تنهایی با مادرم زندگی می‌کردم، اما زمانی فرا رسید که پدرم از محل کار خود به خانواده پیوست. من خود را بی‌دلیل نسبت به او ترسان احساس می‌کردم.
1,male,3,anger,265,Someone drove into my car and then denied that it had happened.,فردی با ماشین من برخورد کرد و سپس منکر این اتفاق شد.
1,male,4,sadness,5452,Saying goodbye at the airport to my boyfriend who has to go to school back East. We are very close and have been together 4 years.,وداع کردن در فرودگاه با دوست پسرم که باید به مدرسه در شرق برگردد. ما بسیار نزدیک هستیم و چهار سال با هم بوده‌ایم.
1,male,4,sadness,6953,Relative's death.,فوت یکی از بستگان
2,female,6,shame,3497,I saw a terrible accident happen and I laughed a lot of the fright and because I was nervous.,من یک حادثه وحشتناک را مشاهده کردم و به دلیل ترس و استرس، خیلی زیاد خندیدم.
1,male,1,joy,1,"During the period of falling in love, each time that we met and especially when we had not met for a long time.",در دوره عاشق شدن، هر بار که ملاقات میکردیم و به ویژه زمانی که برای مدت طولانی ملاقات نکرده بودیم.
2,female,4,sadness,4198,"A child, 9 years old, died in a stupid way.  He fell from a place which was 1 metre high.",کودکی 9 ساله به شیوه احمقانه ای جان خود را از دست داد. او از محلی به ارتفاع 1 متر سقوط کرد.
2,female,5,disgust,7404,A  group of youngsters dressed in fads talked foul language on a bus.  They also insulted the  pedestrians on the road and were impolite to the passengers of the bus.,در گروهی از جوانان که با لباس های مد روز پوشیده شده بودند، زبان ناپسند و توهین آمیزی به کار می بردند. آنها همچنین به عابران پیاده در خیابان توهین می کردند و با مسافران اتوبوس بی ادبانه رفتار می کردند.
2,female,5,disgust,3633,When I take a look into a slaughter-house and when listening to stories about torturing people or animals.,هنگامی که به کشتارگاه نگاه می‌کنم و داستان‌هایی در مورد شکنجه انسان‌ها یا حیوانات می‌شنوم.
1,male,2,fear,5660,"Before I moved away from home, I feared leaving.",قبل از اینکه از خانه دور شوم، از ترک آن میترسیدم.
1,male,2,fear,3073,I felt fear when I fell down and broke my leg into pieces and I could not feel it at all.,من ترس را هنگامی که افتاده و پایم را به قطعات شکسته بودم احساس کردم و اصلا نمی توانستم آن را احساس کنم.
1,male,3,anger,2590,I was angry when my abilities of a singer were underestimated.,من عصبانی بودم وقتی که توانایی های من به عنوان یک خواننده دست کم گرفته شد.
1,male,5,disgust,3786,A student who lives in the same house where I live is an alcoholic. He tries to manipulate other people with his money when he has drunk too much.,دانشجویی که در همان خانه ای که من زندگی می کنم زندگی می کند، الکلی است. او سعی می کند هنگامی که زیاد الکل نوشیده است، با پول خود دیگران را دستکاری کند.
1,male,1,joy,222,When I met an old schhol friend (school love) who works in Sk+vde.,وقتی که با یک دوست قدیمی مدرسه (عشق مدرسه) که در اسکاویده کار می‌کند، ملاقات کردم.
1,male,3,anger,6421,I was once this week angry when soemone trying to compress my mind due to his nonsense speech which himself could not tolerate at all.,من این هفته یک بار عصبانی بودم زمانی که کسی تلاش می کرد ذهن مرا به خاطر سخنان بی معنی خود که خودش اصلاً نمی توانست تحمل کند، فشرده کند.
2,female,1,joy,2529,"When I got a stereo walkman from my father when he had finacial difficulties. I thought that although he promised to give me that present, he was not obliged to do so.",وقتی که من یک استریو والکمن از پدرم گرفتم در حالی که او دچار مشکلات مالی بود. من فکر کردم که اگرچه او قول داده بود که آن هدیه را به من بدهد، اما او ملزم به انجام آن نبود.
2,female,2,fear,1915,"My brother and I were driving to Brisbane when he drove back onto the road, perhaps cutting off another car but not noticeable - this driver did his best to drive us off the road for about 1/2 an hour.",برادر من و من در حال رانندگی به سمت بریزبن بودیم که او برگشت به جاده، شاید با قطع کردن خودروی دیگری اما قابل توجه نبود - این راننده سعی کرد حداکثر نیم ساعت ما را از جاده خارج کند.
2,female,2,fear,3369,I was skiing alone and the mountain became covered with mist and I thought I was lost and was going to panic.,من تنها در حال اسکی بودم و کوه با مه پوشیده شد و فکر کردم گم شده ام و در حال وحشت زده شدن بودم.
2,female,1,joy,2258,"When I got through the examination for my driver licence, and when I finished I knew I had passed it.",موقعی که امتحان گواهینامه رانندگی را پشت سر گذاشتم و وقتی به پایان رسید، می‌دانستم که در آن موفق شده‌ام.
2,female,1,joy,29,When I pass an examination which I did not think I did well.,وقتی که امتحانی را که فکر نمی‌کردم به خوبی انجام داده باشم، پاس می‌کنم.
1,male,3,anger,3522,I had to unscrew something on my car. I didn't succeed after two afternoons of trying. A feeling of anger built up itself.,در ماشین خودم چیزی را باید باز می کردم. پس از دو بعدازظهر تلاش، موفق نشدم. احساس خشم در خود شکل گرفت.
1,male,4,sadness,3232,The death of an animal we had reared.,مرگ یک حیوانی که ما پرورش داده بودیم.
2,female,3,anger,4420,My parents did not let me go on holidays with my friends.,والدین من اجازه نداده بودند که با دوستانم به تعطیلات بروم.
1,male,5,disgust,2654,I felt dusgust with a self-iterested person who ruined the life of another by means of utterly unfair methods.,به شخصی که به روش‌های کاملاً ناعادلانه‌ای زندگی فرد دیگری را نابود کرد، احساس انزجار می‌کنم.
2,female,1,joy,3945,On my birthday when several good friends came to visit me.,در روز تولد من زمانی که چندین دوست خوب به دیدن من آمدند.
2,female,2,fear,5019,"One evening when my sisters, brothers and I were watching T.V my kid brother took a big mirror and reflected light on the french windows.  I thought that these lights that we could see were coming from torches annd that it meant that there were thieves outside.",یک شب که خواهران و برادرانم و من در حال تماشای تلویزیون بودیم، برادر کوچکم یک آینه بزرگ برداشت و نور را به پنجره‌های فرانسوی منعکس کرد. من فکر کردم که این نورهایی که می‌توانستیم ببینیم از چراغ‌های قوه می‌آیند و به این معنی است که سارقان بیرون هستند.
1,male,6,shame,5531,When I found out my roommate had been talking behind my back about very personal things.,حقیقت این است که وقتی فهمیدم همخانه‌ام در پشت سرم در مورد چیزهای بسیار شخصی صحبت می‌کرده است.
1,male,4,sadness,6925,"Finding out that China is poor, so we cannot have good reference books.",چین فقیر است، بنابراین ما نمی‌توانیم کتاب‌های مرجع خوبی داشته باشیم.
1,male,5,disgust,6472,I was stopped from entering a party while I was at School but I had an Invitation card with me. This was done because they said I was too young to join elderly people.,من از ورود به یک مهمانی در هنگام حضور در مدرسه جلوگیری شدم، اما من کارت دعوت همراه داشتم. این کار به این دلیل انجام شد که گفتند من خیلی جوان هستم تا با افراد مسن بپیوندم.
2,female,6,shame,3901,When I didn't meet an appointment I had made. The person phoned me but I thought of something (I told I was ill) so that I didn't have to go.,وقتی که من به قرار ملاقاتی که گذاشته بودم نرسیدم، فرد مقابل با من تماس گرفت اما من چیزی را به عنوان بهانه گفتم (به او گفتم که بیمار هستم) تا نیازی به حضور من نباشد.
1,male,1,joy,64,When I was accepted for a course on finance and accounting.,در زمانی که من برای یک دوره در زمینه مالی و حسابداری پذیرفته شدم.
2,female,3,anger,2035,When a friend wouldn't speak to me and wouldn't tell me why.,دوستم با من حرف نمی‌زد و دلیلش را به من نمی‌گفت.
2,female,7,guilt,472,I get irritated with my son when he screams or is sick all over his clean clothes.,من وقتی که پسرم فریاد میکشد یا لباسهای تمیزش را خراب میکند، عصبانی میشوم.
1,male,6,shame,6968,Insulted by a teacher in front of the class.,بی احترامی شده توسط معلم در برابر کلاس.
1,male,3,anger,4747,When the dean of UNZA asked me to vacate a big flat I was occupying and take up a smaller one as I was becoming a full time student at UNZA.,دین دانشگاه UNZA از من خواست که آپارتمان بزرگی را که اشغال کرده بودم تخلیه کنم و به یک آپارتمان کوچکتر نقل مکان کنم، زیرا من به یک دانشجوی تمام وقت در UNZA تبدیل شده بودم.
1,male,6,shame,27,"When I was tired and unmotivated, I shouted at my girlfriend and and brought up negative sides of her character which are actually not so important.",وقتی خسته و بی انگیزه بودم، به دوست دخترم داد زدم و به جنبه‌های منفی شخصیتش که در واقع آنقدرها هم مهم نبودند اشاره کردم.
1,male,1,joy,2564,A friend of mine travelled very far. I miss her but feel joy too because fer life is taking the right direction as she wants. So I feel joy for her mainly.,دوستی از من به مسافرت بسیار دوری رفته است. من او را دلتنگ میکنم اما احساس شادی نیز میکنم زیرا زندگی او به سمت درست در حال پیشروی است همانطور که او میخواهد. بنابراین من عمدتاً برای او احساس شادی میکنم.
2,female,7,guilt,533,I had to decline an appointment which had been very important for the other person. For this reason we even got into trouble.,متأسفانه مجبور شدم درخواست مهمی را که برای شخص دیگری بسیار مهم بود، رد کنم. به همین دلیل حتی با مشکلاتی روبه‌رو شدیم.
1,male,6,shame,4848,When I almost did something awful with a friend of mine and myself.,من و دوستم تقریبا کار وحشتناکی انجام دادیم.
2,female,5,disgust,4436,There was a cat on the street.  It had been run over and its head was open.  We passed beside it.,گربه‌ای در خیابان بود. آن را زیر گرفته بودند و سرش باز بود. ما کنار آن گذشتیم.
1,male,7,guilt,5069,"I was drunk one night and I insulted three ladies.  The following morning they approached me and asked me the reason behind my bahaviour, I apologized for my unruly behaviour.",من یک شب مست بودم و سه خانم را توهین کردم. صبح بعد آنها به سراغ من آمدند و علت رفتار من را جویا شدند، من از رفتار بی‌قاعده خود عذرخواهی کردم.
2,female,1,joy,578,"I received a wedding invitation from an ex-flatmate, enclosed was a small note that overcame a lot of the differences that had arisen between us due to the circumstances in which she left the flat.",دعوتنامه عروسی از یک همسابق قبلی را دریافت کردم. همراه آن یک یادداشت کوچک وجود داشت که بسیاری از اختلافاتی را که به دلیل شرایطی که او از آپارتمان خارج شده بود، فراتر رفت.
1,male,3,anger,6297,There is a mad boy in our village. This boy hit me with a raw paw-paw in the face.,پسری دیوانه در روستای ما وجود دارد. این پسر با یک پاپایای خام در صورت من زد.
1,male,4,sadness,3440,Hearing of the death of a friend who had been skiing.,در شنیدن خبر فوت دوستی که به اسکی مشغول بود.
